seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"1","7","en_to_ar","compatibility","true","3.6737499999981083","26","36","2000","{""2"":207,""3"":359,""4"":359,""5"":359,""6"":358,""7"":358}","1","0","6","6","[]","[]",""
"1","7","en_to_ar","approved-only","true","3.5385000000023865","26","36","2000","{""2"":47,""3"":324,""4"":437,""5"":436,""6"":436,""7"":320}","1","0","6","6","[]","[]",""
"1","7","ar_to_en","compatibility","true","5.3518329999969865","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"1","7","ar_to_en","approved-only","false","3002.4039580000026","0","0","1128","{""2"":15,""3"":120,""4"":269,""5"":266,""6"":239,""7"":219}","24","142","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"1","9","en_to_ar","compatibility","true","6.578250000002299","40","60","2000","{""2"":220,""3"":255,""4"":255,""5"":254,""6"":254,""7"":254,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"1","9","en_to_ar","approved-only","false","1702.785667","0","0","2000","{""2"":50,""3"":342,""4"":342,""5"":342,""6"":341,""7"":341,""8"":167,""9"":75}","2","24","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
"1","9","ar_to_en","compatibility","true","218.7479999999996","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","5","24","24","[]","[]",""
"1","9","ar_to_en","approved-only","false","3990.805583999998","0","0","1373","{""2"":15,""3"":120,""4"":269,""5"":266,""6"":239,""7"":219,""8"":167,""9"":78}","134","48","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"1","11","en_to_ar","compatibility","true","13.80595799999719","59","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"1","11","en_to_ar","approved-only","true","43.89920799999527","59","85","2000","{""2"":50,""3"":329,""4"":330,""5"":329,""6"":329,""7"":329,""8"":178,""9"":88,""10"":22,""11"":16}","1","0","6","6","[]","[]",""
"1","11","ar_to_en","compatibility","true","359.72899999999936","42","99","6000","{""2"":47,""3"":630,""4"":666,""5"":666,""6"":666,""7"":665,""8"":665,""9"":665,""10"":665,""11"":665}","2","2","24","24","[]","[]",""
"1","11","ar_to_en","approved-only","false","4399.226083000001","0","0","1455","{""2"":15,""3"":120,""4"":269,""5"":266,""6"":239,""7"":219,""8"":167,""9"":78,""10"":54,""11"":28}","363","36","24","24","[]","[]","solver_deadline_observed_root_cause_unestablished"
"1","13","en_to_ar","compatibility","true","60.292874999999185","82","119","2000","{""2"":172,""3"":172,""4"":173,""5"":173,""6"":173,""7"":173,""8"":173,""9"":172,""10"":172,""11"":172,""12"":172,""13"":103}","1","0","6","6","[]","[]",""
"1","13","en_to_ar","approved-only","false","1806.3400419999962","0","0","2000","{""2"":50,""3"":324,""4"":325,""5"":324,""6"":324,""7"":324,""8"":180,""9"":94,""10"":24,""11"":16,""12"":13,""13"":2}","8","9","6","6","[]","[]","solver_deadline_observed_root_cause_unestablished"
