"headwordIndex","translationIndex","english","original","status","register","confidence","allowedForEnToAr","allowedForArToEn","preferredForEnToAr","preferredForArToEn","partOfSpeech","reasonCode","reason","reviewer","sources","stratum","sense"
"1460","1","BOYS","ولاد","rejected","dialect","high","false","false","false","false","noun","dialect","BOYS — ولاد: This expression in the intended English sense is dialectal, not approved MSA. Exclude both directions without rewriting it. Second pass: ولاد is the colloquial shortened form in the boys relationship; the standard أولاد alternative exists separately. No rewrite or suppression of the valid relationship is needed.","AI-assisted linguistic review","[]","rejected",""
"1419","3","SESSION","الدورة الثانية","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","SESSION — الدورة الثانية: الدورة الثانية adds second to session. The second-pass check must establish whether this materially misleading qualifier warrants exclusion. Second pass: الدورة الثانية introduces the unsupported ordinal second. It misleadingly narrows a general session clue; no evidence for that specific headword sense is present.","AI-assisted linguistic review","[]","rejected",""
"1453","3","GERMAN","المانيا","rejected","msa","high","false","false","false","false","noun","wrong-or-corrupt-relationship","GERMAN — المانيا: The Arabic relationship is semantically wrong or demonstrably corrupted, rather than a valid alternative. Exclude both directions and preserve the source record. Second pass: المانيا names Germany, not German as language/person/adjective. This is a country-versus-demonym referent mismatch, not a natural inflection.","AI-assisted linguistic review","[]","rejected",""
"1455","3","MATCH","مباراة","approved","msa","high","true","true","true","true","noun","natural-preferred","MATCH — مباراة (contest): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","contest"
"1366","3","AGENT","عميلة","approved","msa","high","true","true","false","false","noun","valid-alternative","AGENT — عميلة (agent or operative): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","agent or operative"
"1397","0","ABSTRACT","مجردة","approved","msa","high","true","true","true","true","adjective","natural-preferred","ABSTRACT — مجردة (not concrete): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","not concrete"
"1444","3","FILTER","المرشح","approved","msa","high","true","true","false","false","noun","valid-alternative","FILTER — المرشح (filtering device): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","filtering device"
"1167","0","FALL","سقوط","approved","msa","high","true","true","true","true","noun","natural-preferred","FALL — سقوط (falling): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","falling"
"1654","2","FAN","المروحة","approved","msa","high","true","true","false","false","noun","valid-alternative","FAN — المروحة (cooling device): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","cooling device"
"1141","2","CONTRACT","العقد","approved","msa","high","true","true","false","false","noun","valid-alternative","CONTRACT — العقد (agreement): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","agreement"
"1575","0","BLOCK","كتلة","approved","msa","high","true","true","true","true","noun","natural-preferred","BLOCK — كتلة (solid piece): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","solid piece"
"1183","1","SPRING","الربيع","approved","msa","high","true","true","false","false","noun","valid-alternative","SPRING — الربيع (season): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","season"
"1114","0","LEAD","الرصاص","approved","msa","high","true","true","true","true","noun","natural-preferred","LEAD — الرصاص (metal): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","metal"
"1601","3","FAT","سمين","approved","msa","high","true","true","true","true","adjective","natural-preferred","FAT — سمين (overweight): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","overweight"
"1484","2","MISSION","بعثة","approved","msa","high","true","true","false","false","noun","valid-alternative","MISSION — بعثة (delegation): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","delegation"
"1500","3","RACE","عرق","approved","msa","high","true","true","true","true","noun","natural-preferred","RACE — عرق (ancestry): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","ancestry"
"1480","2","FACULTY","أعضاء هيئة التدريس","approved","msa","high","true","true","true","true","noun","natural-preferred","FACULTY — أعضاء هيئة التدريس (teaching staff): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","teaching staff"
"1484","3","MISSION","البعثة","approved","msa","high","true","true","false","false","noun","valid-alternative","MISSION — البعثة (delegation): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","delegation"
"1466","4","REST","بقية","approved","msa","high","true","true","true","true","noun","natural-preferred","REST — بقية (remainder): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","remainder"
"1102","0","CAPITAL","العاصمة","approved","msa","high","true","true","false","false","noun","valid-alternative","CAPITAL — العاصمة (capital city): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","sense","capital city"
"1444","2","FILTER","مرشح","approved","msa","high","true","true","true","true","noun","natural-preferred","FILTER — مرشح (filtering device): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","filtering device"
"1102","2","CAPITAL","رأس المال","approved","msa","high","true","true","true","true","noun","natural-preferred","CAPITAL — رأس المال (financial capital): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","financial capital"
"1503","2","TARGET","استهداف","approved","msa","high","true","true","true","true","verb","natural-preferred","TARGET — استهداف (aim at): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","sense","aim at"
"1223","1","READY","جاهزة","approved","msa","high","true","true","false","false","adjective","valid-alternative","READY — جاهزة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1289","2","CLASSIC","كلاسيكية","approved","msa","high","true","true","false","false","adjective","valid-alternative","CLASSIC — كلاسيكية: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1462","1","DEEP","عميق","approved","msa","high","true","true","true","true","adjective","natural-preferred","DEEP — عميق: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multi-pos",""
"1462","0","DEEP","عميقا","approved","msa","high","true","true","false","false","adverb","valid-alternative","DEEP — عميقا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1206","3","DEAL","الصفقة","approved","msa","high","true","true","false","false","noun","valid-alternative","DEAL — الصفقة (agreement): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos","agreement"
"1198","2","APPROACH","الاقتراب","approved","msa","high","true","true","false","false","verb","valid-alternative","APPROACH — الاقتراب (come near): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos","come near"
"1612","1","RESPECT","احترام","approved","msa","high","true","true","true","true","noun","natural-preferred","RESPECT — احترام: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multi-pos",""
"1212","4","HAPPY","سعيدة","approved","msa","high","true","true","false","false","adjective","valid-alternative","HAPPY — سعيدة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1329","0","VOTE","التصويت","approved","msa","high","true","true","false","false","noun","valid-alternative","VOTE — التصويت: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1580","1","FAIR","عادلة","approved","msa","high","true","true","false","false","adjective","valid-alternative","FAIR — عادلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1147","0","MALE","ذكرا","approved","msa","high","true","true","false","false","adjective","valid-alternative","MALE — ذكرا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1567","2","MINIMUM","الدنيا","approved","msa","high","true","true","false","false","adjective","valid-alternative","MINIMUM — الدنيا: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1580","3","FAIR","منصف","approved","msa","high","true","true","false","false","adjective","valid-alternative","FAIR — منصف: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1457","1","DEFAULT","افتراضي","approved","msa","high","true","true","true","true","adjective","natural-preferred","DEFAULT — افتراضي (preset): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multi-pos","preset"
"1449","3","NORTHERN","شمالي","approved","msa","high","true","true","true","true","adjective","natural-preferred","NORTHERN — شمالي: Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multi-pos",""
"1554","3","DARK","مظلمة","approved","msa","high","true","true","false","false","adjective","valid-alternative","DARK — مظلمة (without light): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos","without light"
"1542","1","PLAYING","يلعب","approved","msa","high","true","true","false","false","verb","valid-alternative","PLAYING — يلعب: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1601","2","FAT","الدهون","approved","msa","high","true","true","true","true","noun","natural-preferred","FAT — الدهون (body fat): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multi-pos","body fat"
"1533","1","BREAK","كسر","approved","msa","high","true","true","true","true","verb","natural-preferred","BREAK — كسر (fracture): Natural learner-facing equivalent for this English sense; preferred in both directions. Valid synonyms remain allowed.","AI-assisted linguistic review","[]","multi-pos","fracture"
"1147","1","MALE","الذكر","approved","msa","high","true","true","false","false","adjective","valid-alternative","MALE — الذكر: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","multi-pos",""
"1614","1","SPECIFIED","محددة","approved","msa","high","true","true","false","false","adjective","valid-alternative","SPECIFIED — محددة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1462","2","DEEP","عميقة","approved","msa","high","true","true","false","false","adjective","valid-alternative","DEEP — عميقة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1355","0","TRYING","المحاولة","approved","msa","high","true","true","false","false","verb","valid-alternative","TRYING — المحاولة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1533","0","BREAK","تكسر","approved","msa","high","true","true","false","false","verb","valid-alternative","BREAK — تكسر (fracture): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse","fracture"
"1105","3","INVESTMENT","الاستثمار","approved","msa","high","true","true","false","false","noun","valid-alternative","INVESTMENT — الاستثمار: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1377","2","TRIAL","المحاكمة","approved","msa","high","true","true","false","false","noun","valid-alternative","TRIAL — المحاكمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1279","3","ACCOMMODATION","أماكن الإقامة","approved","msa","high","true","true","false","false","noun","valid-alternative","ACCOMMODATION — أماكن الإقامة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1509","1","FUNCTIONS","المهام","approved","msa","high","true","true","false","false","noun","valid-alternative","FUNCTIONS — المهام: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1197","3","INDEPENDENT","المستقلة","approved","msa","high","true","true","false","false","adjective","valid-alternative","INDEPENDENT — المستقلة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1426","1","CENTURY","القرن","approved","msa","high","true","true","false","false","noun","valid-alternative","CENTURY — القرن: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1317","2","EXISTING","القائمة","approved","msa","high","true","true","false","false","adjective","valid-alternative","EXISTING — القائمة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1233","0","THEREFORE","ولذلك","approved","msa","high","true","true","false","false","adverb","valid-alternative","THEREFORE — ولذلك: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1278","0","SHIP","السفينة","approved","msa","high","true","true","false","false","noun","valid-alternative","SHIP — السفينة: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1291","2","COMMAND","القيادة","approved","msa","high","true","true","false","false","noun","valid-alternative","COMMAND — القيادة (leadership): Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse","leadership"
"1236","2","EVIDENCE","الدليل","approved","msa","high","true","true","false","false","noun","valid-alternative","EVIDENCE — الدليل: Valid natural MSA equivalent or grammatical/article variant. Allowed in both directions; nonpreference is not exclusion.","AI-assisted linguistic review","[]","nonpreferred-reverse",""
"1306","0","EXTRA","اضافي","review","msa","medium","","","","","adjective","orthography-review","EXTRA — اضافي: Recognizable MSA expression with a spelling/hamza/letter or editorial defect. Preserve the original text and defer repair; not classified as dialect for spelling alone.","AI-assisted linguistic review","[]","review",""
"1377","1","TRIAL","المحاكمات","review","msa","medium","","","","","noun","construction-or-sense-review","TRIAL — المحاكمات: Arabic is recognizable MSA, but this isolated relationship needs a supported construction/sense before approval; morphology alone is not rejection.","AI-assisted linguistic review","[]","review",""
