seed,size,mode,policy,success,generationMs,entries,intersections,candidateCount,candidateLengths,solverAttempts,timeoutChecks,viableTemplates,totalTemplates,validationErrors,qualityErrors,failureReason
"1","7","en_to_ar","compatibility","true","3.4476660000000265","26","36","2000","{""2"":204,""3"":360,""4"":359,""5"":359,""6"":359,""7"":359}","1","0","6","6","[]","[]",""
"1","7","en_to_ar","approved-only","true","4.731708000001163","26","36","2000","{""2"":76,""3"":385,""4"":385,""5"":385,""6"":385,""7"":384}","1","0","6","6","[]","[]",""
"1","7","ar_to_en","compatibility","true","6.5140420000007","22","41","2000","{""2"":47,""3"":391,""4"":391,""5"":391,""6"":390,""7"":390}","1","0","24","24","[]","[]",""
"1","7","ar_to_en","approved-only","true","13.181542000000263","22","41","1851","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456}","1","0","24","24","[]","[]",""
"1","9","en_to_ar","compatibility","true","6.282666999999492","40","60","2000","{""2"":217,""3"":255,""4"":255,""5"":255,""6"":255,""7"":255,""8"":254,""9"":254}","1","0","6","6","[]","[]",""
"1","9","en_to_ar","approved-only","true","88.04070900000079","40","60","2000","{""2"":80,""3"":307,""4"":307,""5"":307,""6"":307,""7"":306,""8"":262,""9"":124}","1","0","6","6","[]","[]",""
"1","9","ar_to_en","compatibility","true","220.26529100000153","30","66","4000","{""2"":47,""3"":565,""4"":565,""5"":565,""6"":565,""7"":565,""8"":564,""9"":564}","2","5","24","24","[]","[]",""
"1","9","ar_to_en","approved-only","true","773.5852500000001","32","64","2272","{""2"":15,""3"":182,""4"":392,""5"":398,""6"":408,""7"":456,""8"":220,""9"":201}","5","11","24","24","[]","[]",""
"1","11","en_to_ar","compatibility","true","14.511666999998852","59","85","2000","{""2"":200,""3"":200,""4"":200,""5"":200,""6"":200,""7"":200,""8"":200,""9"":200,""10"":200,""11"":200}","1","0","6","6","[]","[]",""
"1","11","en_to_ar","approved-only","true","11.013999999999214","59","85","2000","{""2"":80,""3"":280,""4"":281,""5"":281,""6"":281,""7"":281,""8"":280,""9"":154,""10"":49,""11"":33}","1","0","6","6","[]","[]",""
"1","11","ar_to_en","compatibility","true","612.1577080000006","43","92","6000","{""2"":47,""3"":629,""4"":666,""5"":666,""6"":666,""7"":666,""8"":665,""9"":665,""10"":665,""11"":665}","13","63","24","24","[]","[]",""
